"Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2024",,,,,,,,,,,
Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result,Column1,,,
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,90th Percentile,2008,Days,n/a,,,,
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,Volume,2008,Number of cases,823,,,,
Provincial,Nova Scotia,n/a,Bladder Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Bladder Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Bladder Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Nova Scotia,n/a,Breast Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Breast Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Breast Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Nova Scotia,n/a,CABG,% Meeting Benchmark,2008,Proportion,100,,,,
Provincial,Nova Scotia,n/a,CABG,50th Percentile,2008,Days,26,,,,
Provincial,Nova Scotia,n/a,CABG,90th Percentile,2008,Days,65,,,,
Provincial,Nova Scotia,n/a,CABG,Volume,2008,Number of cases,91,,,,
Provincial,Nova Scotia,n/a,Cataract Surgery,% Meeting Benchmark,2008,Proportion,75,,,,
Provincial,Nova Scotia,n/a,Cataract Surgery,50th Percentile,2008,Days,54,,,,
Provincial,Nova Scotia,n/a,Cataract Surgery,90th Percentile,2008,Days,199,,,,
Provincial,Nova Scotia,n/a,Cataract Surgery,Volume,2008,Number of cases,"4,686",,,,
Provincial,Nova Scotia,n/a,Colorectal Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Colorectal Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Colorectal Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Nova Scotia,n/a,CT Scan,50th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,CT Scan,90th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,CT Scan,Volume,2008,Number of cases,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair,50th Percentile,2008,Hours,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair,90th Percentile,2008,Hours,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair,Volume,2008,Number of cases,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Replacement,% Meeting Benchmark,2008,Proportion,45,,,,
Provincial,Nova Scotia,n/a,Hip Replacement,50th Percentile,2008,Days,201,,,,
Provincial,Nova Scotia,n/a,Hip Replacement,90th Percentile,2008,Days,642,,,,
Provincial,Nova Scotia,n/a,Hip Replacement,Volume,2008,Number of cases,486,,,,
Provincial,Nova Scotia,n/a,Knee Replacement,% Meeting Benchmark,2008,Proportion,46,,,,
Provincial,Nova Scotia,n/a,Knee Replacement,50th Percentile,2008,Days,213,,,,
Provincial,Nova Scotia,n/a,Knee Replacement,90th Percentile,2008,Days,647,,,,
Provincial,Nova Scotia,n/a,Knee Replacement,Volume,2008,Number of cases,660,,,,
Provincial,Nova Scotia,n/a,Lung Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Lung Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Lung Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Nova Scotia,n/a,MRI Scan,50th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,MRI Scan,90th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,MRI Scan,Volume,2008,Number of cases,n/a,,,,
Provincial,Nova Scotia,n/a,Prostate Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Prostate Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Prostate Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Nova Scotia,n/a,Radiation Therapy,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Nova Scotia,n/a,Radiation Therapy,50th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Radiation Therapy,90th Percentile,2008,Days,n/a,,,,
Provincial,Nova Scotia,n/a,Radiation Therapy,Volume,2008,Number of cases,"1,367",,,,
Provincial,Ontario,n/a,Bladder Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Ontario,n/a,Bladder Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Ontario,n/a,Bladder Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Ontario,n/a,Breast Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Ontario,n/a,Breast Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Ontario,n/a,Breast Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Ontario,n/a,CABG,% Meeting Benchmark,2008,Proportion,100,,,,
Provincial,Ontario,n/a,CABG,50th Percentile,2008,Days,19,,,,
Provincial,Ontario,n/a,CABG,90th Percentile,2008,Days,56,,,,
Provincial,Ontario,n/a,CABG,Volume,2008,Number of cases,"3,468",,,,
Provincial,Ontario,n/a,Cataract Surgery,% Meeting Benchmark,2008,Proportion,88,,,,
Provincial,Ontario,n/a,Cataract Surgery,50th Percentile,2008,Days,44,,,,
Provincial,Ontario,n/a,Cataract Surgery,90th Percentile,2008,Days,123,,,,
Provincial,Ontario,n/a,Cataract Surgery,Volume,2008,Number of cases,"65,616",,,,
Provincial,Ontario,n/a,Colorectal Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Ontario,n/a,Colorectal Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Ontario,n/a,Colorectal Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Ontario,n/a,CT Scan,50th Percentile,2008,Days,9,,,,
Provincial,Ontario,n/a,CT Scan,90th Percentile,2008,Days,40,,,,
Provincial,Ontario,n/a,CT Scan,Volume,2008,Number of cases,"351,878",,,,
Provincial,Ontario,n/a,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Ontario,n/a,Hip Fracture Repair,50th Percentile,2008,Hours,n/a,,,,
Provincial,Ontario,n/a,Hip Fracture Repair,90th Percentile,2008,Hours,n/a,,,,
Provincial,Ontario,n/a,Hip Fracture Repair,Volume,2008,Number of cases,n/a,,,,
Provincial,Ontario,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Ontario,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,n/a,,,,
Provincial,Ontario,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,n/a,,,,
Provincial,Ontario,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,n/a,,,,
Provincial,Ontario,n/a,Hip Replacement,% Meeting Benchmark,2008,Proportion,90,,,,
Provincial,Ontario,n/a,Hip Replacement,50th Percentile,2008,Days,63,,,,
Provincial,Ontario,n/a,Hip Replacement,90th Percentile,2008,Days,180,,,,
Provincial,Ontario,n/a,Hip Replacement,Volume,2008,Number of cases,"5,348",,,,
Provincial,Ontario,n/a,Knee Replacement,% Meeting Benchmark,2008,Proportion,85,,,,
Provincial,Ontario,n/a,Knee Replacement,50th Percentile,2008,Days,71,,,,
Provincial,Ontario,n/a,Knee Replacement,90th Percentile,2008,Days,223,,,,
Provincial,Ontario,n/a,Knee Replacement,Volume,2008,Number of cases,"9,922",,,,
Provincial,Ontario,n/a,Lung Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Ontario,n/a,Lung Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Ontario,n/a,Lung Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Ontario,n/a,MRI Scan,50th Percentile,2008,Days,30,,,,
Provincial,Ontario,n/a,MRI Scan,90th Percentile,2008,Days,95,,,,
Provincial,Ontario,n/a,MRI Scan,Volume,2008,Number of cases,"203,609",,,,
Provincial,Ontario,n/a,Prostate Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Ontario,n/a,Prostate Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Ontario,n/a,Prostate Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Ontario,n/a,Radiation Therapy,% Meeting Benchmark,2008,Proportion,90,,,,
Provincial,Ontario,n/a,Radiation Therapy,50th Percentile,2008,Days,11,,,,
Provincial,Ontario,n/a,Radiation Therapy,90th Percentile,2008,Days,29,,,,
Provincial,Ontario,n/a,Radiation Therapy,Volume,2008,Number of cases,"13,177",,,,
Provincial,Prince Edward Island,n/a,Bladder Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,Bladder Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,Bladder Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Prince Edward Island,n/a,Breast Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,Breast Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,Breast Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Prince Edward Island,n/a,CABG,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Prince Edward Island,n/a,CABG,50th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,CABG,90th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,CABG,Volume,2008,Number of cases,n/a,,,,
Provincial,Prince Edward Island,n/a,Cataract Surgery,% Meeting Benchmark,2008,Proportion,60,,,,
Provincial,Prince Edward Island,n/a,Cataract Surgery,50th Percentile,2008,Days,78,,,,
Provincial,Prince Edward Island,n/a,Cataract Surgery,90th Percentile,2008,Days,180,,,,
Provincial,Prince Edward Island,n/a,Cataract Surgery,Volume,2008,Number of cases,477,,,,
Provincial,Prince Edward Island,n/a,Colorectal Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,Colorectal Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,Colorectal Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Prince Edward Island,n/a,CT Scan,50th Percentile,2008,Days,22,,,,
Provincial,Prince Edward Island,n/a,CT Scan,90th Percentile,2008,Days,88,,,,
Provincial,Prince Edward Island,n/a,CT Scan,Volume,2008,Number of cases,"3,172",,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair,50th Percentile,2008,Hours,n/a,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair,90th Percentile,2008,Hours,n/a,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair,Volume,2008,Number of cases,n/a,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,n/a,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,n/a,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,n/a,,,,
Provincial,Prince Edward Island,n/a,Hip Replacement,% Meeting Benchmark,2008,Proportion,71,,,,
Provincial,Prince Edward Island,n/a,Hip Replacement,50th Percentile,2008,Days,110,,,,
Provincial,Prince Edward Island,n/a,Hip Replacement,90th Percentile,2008,Days,356,,,,
Provincial,Prince Edward Island,n/a,Hip Replacement,Volume,2008,Number of cases,59,,,,
Provincial,Prince Edward Island,n/a,Knee Replacement,% Meeting Benchmark,2008,Proportion,75,,,,
Provincial,Prince Edward Island,n/a,Knee Replacement,50th Percentile,2008,Days,108,,,,
Provincial,Prince Edward Island,n/a,Knee Replacement,90th Percentile,2008,Days,345,,,,
Provincial,Prince Edward Island,n/a,Knee Replacement,Volume,2008,Number of cases,105,,,,
Provincial,Prince Edward Island,n/a,Lung Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,Lung Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,Lung Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Prince Edward Island,n/a,MRI Scan,50th Percentile,2008,Days,79,,,,
Provincial,Prince Edward Island,n/a,MRI Scan,90th Percentile,2008,Days,199,,,,
Provincial,Prince Edward Island,n/a,MRI Scan,Volume,2008,Number of cases,"1,391",,,,
Provincial,Prince Edward Island,n/a,Prostate Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,Prostate Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,Prostate Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Prince Edward Island,n/a,Radiation Therapy,% Meeting Benchmark,2008,Proportion,100,,,,
Provincial,Prince Edward Island,n/a,Radiation Therapy,50th Percentile,2008,Days,7,,,,
Provincial,Prince Edward Island,n/a,Radiation Therapy,90th Percentile,2008,Days,19,,,,
Provincial,Prince Edward Island,n/a,Radiation Therapy,Volume,2008,Number of cases,198,,,,
Provincial,Quebec,n/a,Bladder Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Bladder Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Bladder Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Quebec,n/a,Breast Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Breast Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Breast Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Quebec,n/a,CABG,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Quebec,n/a,CABG,50th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,CABG,90th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,CABG,Volume,2008,Number of cases,n/a,,,,
Provincial,Quebec,n/a,Cataract Surgery,% Meeting Benchmark,2008,Proportion,82,,,,
Provincial,Quebec,n/a,Cataract Surgery,50th Percentile,2008,Days,42,,,,
Provincial,Quebec,n/a,Cataract Surgery,90th Percentile,2008,Days,155,,,,
Provincial,Quebec,n/a,Cataract Surgery,Volume,2008,Number of cases,"33,263",,,,
Provincial,Quebec,n/a,Colorectal Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Colorectal Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Colorectal Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Quebec,n/a,CT Scan,50th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,CT Scan,90th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,CT Scan,Volume,2008,Number of cases,n/a,,,,
Provincial,Quebec,n/a,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Quebec,n/a,Hip Fracture Repair,50th Percentile,2008,Hours,n/a,,,,
Provincial,Quebec,n/a,Hip Fracture Repair,90th Percentile,2008,Hours,n/a,,,,
Provincial,Quebec,n/a,Hip Fracture Repair,Volume,2008,Number of cases,n/a,,,,
Provincial,Quebec,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Quebec,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,n/a,,,,
Provincial,Quebec,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,n/a,,,,
Provincial,Quebec,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,n/a,,,,
Provincial,Quebec,n/a,Hip Replacement,% Meeting Benchmark,2008,Proportion,90,,,,
Provincial,Quebec,n/a,Hip Replacement,50th Percentile,2008,Days,69,,,,
Provincial,Quebec,n/a,Hip Replacement,90th Percentile,2008,Days,182,,,,
Provincial,Quebec,n/a,Hip Replacement,Volume,2008,Number of cases,"1,857",,,,
Provincial,Quebec,n/a,Knee Replacement,% Meeting Benchmark,2008,Proportion,86,,,,
Provincial,Quebec,n/a,Knee Replacement,50th Percentile,2008,Days,85,,,,
Provincial,Quebec,n/a,Knee Replacement,90th Percentile,2008,Days,211,,,,
Provincial,Quebec,n/a,Knee Replacement,Volume,2008,Number of cases,"2,605",,,,
Provincial,Quebec,n/a,Lung Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Lung Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Lung Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Quebec,n/a,MRI Scan,50th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,MRI Scan,90th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,MRI Scan,Volume,2008,Number of cases,n/a,,,,
Provincial,Quebec,n/a,Prostate Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Prostate Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Prostate Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Quebec,n/a,Radiation Therapy,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Quebec,n/a,Radiation Therapy,50th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Radiation Therapy,90th Percentile,2008,Days,n/a,,,,
Provincial,Quebec,n/a,Radiation Therapy,Volume,2008,Number of cases,"8,602",,,,
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Saskatchewan,n/a,CABG,% Meeting Benchmark,2008,Proportion,98,,,,
Provincial,Saskatchewan,n/a,CABG,50th Percentile,2008,Days,4,,,,
Provincial,Saskatchewan,n/a,CABG,90th Percentile,2008,Days,69,,,,
Provincial,Saskatchewan,n/a,CABG,Volume,2008,Number of cases,309,,,,
Provincial,Saskatchewan,n/a,Cataract Surgery,% Meeting Benchmark,2008,Proportion,48,,,,
Provincial,Saskatchewan,n/a,Cataract Surgery,50th Percentile,2008,Days,118,,,,
Provincial,Saskatchewan,n/a,Cataract Surgery,90th Percentile,2008,Days,334,,,,
Provincial,Saskatchewan,n/a,Cataract Surgery,Volume,2008,Number of cases,"3,423",,,,
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Saskatchewan,n/a,CT Scan,50th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,CT Scan,90th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,CT Scan,Volume,2008,Number of cases,n/a,,,,
Provincial,Saskatchewan,n/a,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Saskatchewan,n/a,Hip Fracture Repair,50th Percentile,2008,Hours,n/a,,,,
Provincial,Saskatchewan,n/a,Hip Fracture Repair,90th Percentile,2008,Hours,n/a,,,,
Provincial,Saskatchewan,n/a,Hip Fracture Repair,Volume,2008,Number of cases,n/a,,,,
Provincial,Saskatchewan,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,n/a,,,,
Provincial,Saskatchewan,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,n/a,,,,
Provincial,Saskatchewan,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,n/a,,,,
Provincial,Saskatchewan,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,n/a,,,,
Provincial,Saskatchewan,n/a,Hip Replacement,% Meeting Benchmark,2008,Proportion,56,,,,
Provincial,Saskatchewan,n/a,Hip Replacement,50th Percentile,2008,Days,157,,,,
Provincial,Saskatchewan,n/a,Hip Replacement,90th Percentile,2008,Days,482,,,,
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2008,Number of cases,497,,,,
Provincial,Saskatchewan,n/a,Knee Replacement,% Meeting Benchmark,2008,Proportion,37,,,,
Provincial,Saskatchewan,n/a,Knee Replacement,50th Percentile,2008,Days,246,,,,
Provincial,Saskatchewan,n/a,Knee Replacement,90th Percentile,2008,Days,613,,,,
Provincial,Saskatchewan,n/a,Knee Replacement,Volume,2008,Number of cases,818,,,,
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,Volume,2008,Number of cases,n/a,,,,
Provincial,Saskatchewan,n/a,MRI Scan,50th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,MRI Scan,90th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,MRI Scan,Volume,2008,Number of cases,n/a,,,,
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,50th Percentile,2008,Days,n/a,,,,
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,90th Percentile,2008,Days,n/a,,,,
